Wall time,Step,Value
1678579949.0608997,0,0.31233471632003784
1678580510.7755125,1,0.3725114166736603
1678581095.8402858,2,0.408441424369812
1678581712.7434244,3,0.42748284339904785
1678582355.3096597,4,0.47236233949661255
1678582968.0986726,5,0.44610661268234253
1678583587.7790477,6,0.5010887980461121
1678584182.3833623,7,0.5075234770774841
1678584686.943619,8,0.5092684030532837
1678585146.5140724,9,0.5777187347412109
1678585603.9462273,10,0.5844612717628479
1678586028.1844792,11,0.5694684982299805
1678586449.465673,12,0.6070843935012817
1678586872.460094,13,0.5574758648872375
1678587402.9700446,14,0.6050372123718262
1678587827.4435108,15,0.5917260050773621
1678588306.1952581,16,0.6022074222564697
1678588731.0922356,17,0.6299571394920349
1678589157.2609384,18,0.6292785406112671
1678589586.5969653,19,0.6156160235404968
1678590010.6102145,20,0.6279085278511047
1678590430.469914,21,0.6469560265541077
1678591130.894188,22,0.6239039897918701
1678591875.8990073,23,0.6563445329666138
1678592324.2970135,24,0.6675596237182617
1678592962.747131,25,0.6720110774040222
1678593900.0506196,26,0.681418776512146
1678594752.5860207,27,0.6846510767936707
1678595664.6663482,28,0.6544788479804993
1678596577.785973,29,0.6721965670585632
1678597490.6814063,30,0.6777068376541138
1678598375.058452,31,0.683167576789856
1678599291.95765,32,0.691993236541748
1678600159.8709662,33,0.6975006461143494
1678600990.1413987,34,0.6786322593688965
1678601850.3882298,35,0.6896517276763916
1678602683.6984563,36,0.7146191000938416
1678603572.3554115,37,0.7005608677864075
1678604458.5661724,38,0.7076022028923035
1678605346.0486207,39,0.6915860772132874
1678606086.039204,40,0.7074949741363525
1678606553.0656464,41,0.7183694243431091
1678606979.8257384,42,0.7146267294883728
1678607400.0068152,43,0.7166492342948914
1678607820.4928215,44,0.7174606919288635
1678608240.5983882,45,0.7232298851013184
1678608661.9303145,46,0.7316699028015137
1678609083.8325136,47,0.7169324159622192
1678609511.1587465,48,0.7342910170555115
1678609936.2002504,49,0.7297745943069458
1678610357.6317782,50,0.7287576794624329
1678610779.9140372,51,0.7132692337036133
1678611200.8332405,52,0.7247710227966309
1678611621.641366,53,0.7258110642433167
1678612042.514986,54,0.7344872951507568
1678612463.5563815,55,0.7294822931289673
1678612884.5590672,56,0.7502602338790894
1678613308.0918937,57,0.7506301403045654
1678613733.1490958,58,0.7533284425735474
1678614220.5218492,59,0.7457868456840515
1678614724.837926,60,0.7391375303268433
1678615236.794246,61,0.751986563205719
1678615754.8220682,62,0.7432263493537903
1678616276.0792344,63,0.73494553565979
1678616799.7586212,64,0.7398195862770081
1678617325.8481545,65,0.7426648139953613
1678617817.2408948,66,0.7554706335067749
1678618247.2868757,67,0.7584720253944397
1678618672.6097455,68,0.7797354459762573
1678619097.3990247,69,0.7652758359909058
1678619521.3638177,70,0.7519383430480957
1678619945.0963485,71,0.7577762603759766
1678620369.3356411,72,0.7534881830215454
1678620792.587424,73,0.752922534942627
1678621215.9932368,74,0.7526077032089233
1678621641.9548826,75,0.7485765218734741
1678622066.5628176,76,0.7481370568275452
1678622489.4937558,77,0.7476471066474915
1678622912.2988954,78,0.756198525428772
1678623336.1057796,79,0.7570651173591614
1678623758.1662798,80,0.7628301978111267
1678624180.9414897,81,0.7563737034797668
1678624604.7148187,82,0.7563859820365906
1678625028.2727017,83,0.7503135204315186
1678625452.4983897,84,0.758065938949585
1678625882.5561504,85,0.764854371547699
1678626314.0265708,86,0.7655636668205261
1678626744.351073,87,0.7670062184333801
1678627165.6356661,88,0.7662995457649231
1678627585.0754585,89,0.7667096257209778
1678628003.4501028,90,0.7654439806938171
1678628423.2415903,91,0.7758732438087463
1678628861.2717462,92,0.7737729549407959
1678629302.222669,93,0.7744236588478088
1678629745.9411001,94,0.7759982347488403
1678630188.3141363,95,0.77459317445755
1678630632.3140879,96,0.7731099724769592
1678631080.3838365,97,0.7740913033485413
1678631516.3687232,98,0.7730123996734619
1678631965.8238423,99,0.7760007381439209
