Wall time,Step,Value
1678579949.0608997,0,0.5524197220802307
1678580510.7755125,1,0.6605501174926758
1678581095.8402858,2,0.6768454909324646
1678581712.7424245,3,0.6513801217079163
1678582355.3096597,4,0.6608168482780457
1678582968.0986726,5,0.6308717727661133
1678583587.7790477,6,0.7322263121604919
1678584182.3833623,7,0.6642655730247498
1678584686.943619,8,0.7259221076965332
1678585146.5140724,9,0.7544483542442322
1678585603.9462273,10,0.7731524705886841
1678586028.1844792,11,0.8104998469352722
1678586449.465673,12,0.7652166485786438
1678586872.460094,13,0.7328384518623352
1678587402.9700446,14,0.7913081049919128
1678587827.4435108,15,0.7687652111053467
1678588306.1952581,16,0.811832070350647
1678588731.0922356,17,0.7895810008049011
1678589157.2609384,18,0.8166676163673401
1678589586.5969653,19,0.8017069697380066
1678590010.6102145,20,0.8124366998672485
1678590430.469914,21,0.819785475730896
1678591130.894188,22,0.8522650003433228
1678591875.8990073,23,0.8115931749343872
1678592324.2970135,24,0.8044787645339966
1678592962.747131,25,0.8004505038261414
1678593900.0506196,26,0.8600773811340332
1678594752.5860207,27,0.8373757600784302
1678595664.6663482,28,0.7830225825309753
1678596577.785973,29,0.7955878376960754
1678597490.6814063,30,0.8382475972175598
1678598375.058452,31,0.8095367550849915
1678599291.95765,32,0.8284133672714233
1678600159.8709662,33,0.8044806718826294
1678600990.1413987,34,0.8398913145065308
1678601850.3882298,35,0.8590931296348572
1678602683.6984563,36,0.8349465131759644
1678603572.3554115,37,0.8519701957702637
1678604458.5651739,38,0.8442987203598022
1678605346.0486207,39,0.836316704750061
1678606086.039204,40,0.8757625818252563
1678606553.0656464,41,0.8762838840484619
1678606979.8257384,42,0.8819202780723572
1678607400.0068152,43,0.863513708114624
1678607820.4928215,44,0.8419399261474609
1678608240.5983882,45,0.8586251735687256
1678608661.9303145,46,0.8787409067153931
1678609083.8325136,47,0.8552557229995728
1678609511.1587465,48,0.8389732837677002
1678609936.2002504,49,0.8470090627670288
1678610357.6317782,50,0.8741958141326904
1678610779.9140372,51,0.8615177273750305
1678611200.8332405,52,0.8699414730072021
1678611621.641366,53,0.8569714426994324
1678612042.514986,54,0.8832094073295593
1678612463.5563815,55,0.8914182186126709
1678612884.5590672,56,0.8745267987251282
1678613308.0918937,57,0.8383676409721375
1678613733.1490958,58,0.8566707372665405
1678614220.5218492,59,0.8719099760055542
1678614724.837926,60,0.8826892971992493
1678615236.794246,61,0.8657634258270264
1678615754.8220682,62,0.8564923405647278
1678616276.0792344,63,0.8721292614936829
1678616799.7586212,64,0.8556686043739319
1678617325.8481545,65,0.8622190952301025
1678617817.2408948,66,0.8862923383712769
1678618247.2868757,67,0.8916932940483093
1678618672.6097455,68,0.8774011135101318
1678619097.3990247,69,0.8656448721885681
1678619521.3638177,70,0.8887218236923218
1678619945.0963485,71,0.8418909907341003
1678620369.3356411,72,0.8859509229660034
1678620792.587424,73,0.8572630882263184
1678621215.9932368,74,0.8576985001564026
1678621641.9548826,75,0.8534067273139954
1678622066.5628176,76,0.8706916570663452
1678622489.4937558,77,0.8904314637184143
1678622912.2988954,78,0.8679720759391785
1678623336.1057796,79,0.8619456887245178
1678623758.1662798,80,0.8933530449867249
1678624180.9414897,81,0.8676759004592896
1678624604.7148187,82,0.8670694828033447
1678625028.2727017,83,0.8817500472068787
1678625452.4983897,84,0.8657323122024536
1678625882.5561504,85,0.8271066546440125
1678626314.0265708,86,0.8800192475318909
1678626744.351073,87,0.8491067886352539
1678627165.6356661,88,0.8270013332366943
1678627585.0754585,89,0.8438575267791748
1678628003.4501028,90,0.8821535706520081
1678628423.2415903,91,0.8904233574867249
1678628861.2717462,92,0.886877179145813
1678629302.222669,93,0.8397135734558105
1678629745.9411001,94,0.8643593192100525
1678630188.3141363,95,0.8758176565170288
1678630632.3140879,96,0.868006706237793
1678631080.3838365,97,0.8618469834327698
1678631516.3687232,98,0.8611053824424744
1678631965.8238423,99,0.8560126423835754
